var1(t-3),var2(t-3),var1(t-2),var2(t-2),var1(t-1),var2(t-1),var1(t),var2(t)
2.3098923,-1.9550522,2.3303214,-1.5818021,2.37104,-1.1721088,2.3369555,-0.79199803
2.3303214,-1.5818021,2.37104,-1.1721088,2.3369555,-0.79199803,2.1787147,-0.3346081
2.37104,-1.1721088,2.3369555,-0.79199803,2.1787147,-0.3346081,2.258108,0.10837244
2.3369555,-0.79199803,2.1787147,-0.3346081,2.258108,0.10837244,2.2229176,0.46922117
2.1787147,-0.3346081,2.258108,0.10837244,2.2229176,0.46922117,2.0826956,0.92568796
1.5850225,-4.0586793,1.5101784,-3.730767,1.5126488,-3.3511457,1.4758915,-3.0071334
1.5101784,-3.730767,1.5126488,-3.3511457,1.4758915,-3.0071334,1.3693913,-2.5746735
1.5126488,-3.3511457,1.4758915,-3.0071334,1.3693913,-2.5746735,1.352239,-2.2126053
1.4758915,-3.0071334,1.3693913,-2.5746735,1.352239,-2.2126053,1.4125823,-1.8005194
1.3693913,-2.5746735,1.352239,-2.2126053,1.4125823,-1.8005194,1.3976575,-1.3991621
1.352239,-2.2126053,1.4125823,-1.8005194,1.3976575,-1.3991621,1.3271127,-0.99028895
1.4125823,-1.8005194,1.3976575,-1.3991621,1.3271127,-0.99028895,1.3819166,-0.67843788
1.3976575,-1.3991621,1.3271127,-0.99028895,1.3819166,-0.67843788,1.439952,-0.30772731
1.3271127,-0.99028895,1.3819166,-0.67843788,1.439952,-0.30772731,1.4054313,0.076002715
1.3819166,-0.67843788,1.439952,-0.30772731,1.4054313,0.076002715,1.3130967,0.42869413
1.439952,-0.30772731,1.4054313,0.076002715,1.3130967,0.42869413,1.3330404,0.7844931
-0.42777508,0.61012607,-0.6520323,0.094249664,-0.91269849,-0.35812268,-1.1406453,-0.89967746
-0.6520323,0.094249664,-0.91269849,-0.35812268,-1.1406453,-0.89967746,-1.3453763,-1.3650474
-0.91269849,-0.35812268,-1.1406453,-0.89967746,-1.3453763,-1.3650474,-1.6346952,-1.9046645
-1.1406453,-0.89967746,-1.3453763,-1.3650474,-1.6346952,-1.9046645,-1.8070286,-2.4617278
-1.3453763,-1.3650474,-1.6346952,-1.9046645,-1.8070286,-2.4617278,-1.9006892,-3.0299422
-1.6346952,-1.9046645,-1.8070286,-2.4617278,-1.9006892,-3.0299422,-1.8742653,-3.5916359
-1.8070286,-2.4617278,-1.9006892,-3.0299422,-1.8742653,-3.5916359,-2.1460385,-4.1234055
-1.9006892,-3.0299422,-1.8742653,-3.5916359,-2.1460385,-4.1234055,-2.3030016,-4.7319106
-1.8742653,-3.5916359,-2.1460385,-4.1234055,-2.3030016,-4.7319106,-2.0544389,-5.2746688
-2.1460385,-4.1234055,-2.3030016,-4.7319106,-2.0544389,-5.2746688,-2.0889528,-5.8537676
-2.3030016,-4.7319106,-2.0544389,-5.2746688,-2.0889528,-5.8537676,-2.0462162,-6.4812601
-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129
-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129
-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129
-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9526522,0.44719537
-1.9724667,0.45009129,-1.9724667,0.45009129,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9724667,0.45009129,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537,-1.9526522,0.44719537
-1.4699523,-3.139859,-1.4699523,-3.139859,-1.4699523,-3.139859,-1.4699523,-3.139859
-1.4699523,-3.139859,-1.4699523,-3.139859,-1.4699523,-3.139859,-1.3485121,-3.091605
-1.4699523,-3.139859,-1.4699523,-3.139859,-1.3485121,-3.091605,-1.2333772,-3.1455749
-1.4699523,-3.139859,-1.3485121,-3.091605,-1.2333772,-3.1455749,-1.272528,-3.141219
-1.3485121,-3.091605,-1.2333772,-3.1455749,-1.272528,-3.141219,-1.2505461,-3.1025451
-1.2333772,-3.1455749,-1.272528,-3.141219,-1.2505461,-3.1025451,-1.2138132,-3.1477516
-1.272528,-3.141219,-1.2505461,-3.1025451,-1.2138132,-3.1477516,-1.2921149,-3.1390397
-1.2505461,-3.1025451,-1.2138132,-3.1477516,-1.2921149,-3.1390397,-1.2102136,-3.0864983
-1.2138132,-3.1477516,-1.2921149,-3.1390397,-1.2102136,-3.0864983,-1.2102136,-3.0864983
-1.2921149,-3.1390397,-1.2102136,-3.0864983,-1.2102136,-3.0864983,-1.1527717,-3.1134637
-1.2102136,-3.0864983,-1.2102136,-3.0864983,-1.1527717,-3.1134637,-1.3693338,-3.1098638
2.4074968,-0.50576484,2.5492619,0.084678139,2.5844204,0.7288014,2.744546,1.3319874
2.5492619,0.084678139,2.5844204,0.7288014,2.744546,1.3319874,2.8301674,1.9060192
2.5844204,0.7288014,2.744546,1.3319874,2.8301674,1.9060192,2.7910874,2.519967
1.2909662,3.6969667,1.2228705,3.1525966,1.2496545,2.6304804,1.2382424,2.0948322
1.2228705,3.1525966,1.2496545,2.6304804,1.2382424,2.0948322,1.2290417,1.5982224
1.2496545,2.6304804,1.2382424,2.0948322,1.2290417,1.5982224,1.2120539,0.96281025
1.2382424,2.0948322,1.2290417,1.5982224,1.2120539,0.96281025,1.2344308,0.36072528
1.2290417,1.5982224,1.2120539,0.96281025,1.2344308,0.36072528,1.3017049,-0.10825754
1.2120539,0.96281025,1.2344308,0.36072528,1.3017049,-0.10825754,1.3263037,-0.67067464
1.2344308,0.36072528,1.3017049,-0.10825754,1.3263037,-0.67067464,1.3879822,-1.2381417
1.3017049,-0.10825754,1.3263037,-0.67067464,1.3879822,-1.2381417,1.4800119,-1.9289266
1.3263037,-0.67067464,1.3879822,-1.2381417,1.4800119,-1.9289266,1.5404891,-2.5153618
1.3879822,-1.2381417,1.4800119,-1.9289266,1.5404891,-2.5153618,1.7495629,-3.0986212
1.4800119,-1.9289266,1.5404891,-2.5153618,1.7495629,-3.0986212,1.8433387,-3.746945
1.5404891,-2.5153618,1.7495629,-3.0986212,1.8433387,-3.746945,1.9629812,-4.257722
1.7495629,-3.0986212,1.8433387,-3.746945,1.9629812,-4.257722,2.0780575,-4.8467383
1.8433387,-3.746945,1.9629812,-4.257722,2.0780575,-4.8467383,2.2616457,-5.5205801
1.9629812,-4.257722,2.0780575,-4.8467383,2.2616457,-5.5205801,2.3848058,-5.9489015
2.0780575,-4.8467383,2.2616457,-5.5205801,2.3848058,-5.9489015,2.6005289,-6.6815288
2.2616457,-5.5205801,2.3848058,-5.9489015,2.6005289,-6.6815288,2.6931776,-7.3234067
2.3848058,-5.9489015,2.6005289,-6.6815288,2.6931776,-7.3234067,2.8781183,-7.9309754
2.6005289,-6.6815288,2.6931776,-7.3234067,2.8781183,-7.9309754,2.9725199,-8.5312489
2.6931776,-7.3234067,2.8781183,-7.9309754,2.9725199,-8.5312489,3.1492552,-9.2737048
0.58707477,3.2461597,0.57756358,2.7469877,0.50818554,2.197294,0.57166493,1.6449935
0.57756358,2.7469877,0.50818554,2.197294,0.57166493,1.6449935,0.58095518,1.1416913
0.50818554,2.197294,0.57166493,1.6449935,0.58095518,1.1416913,0.56802661,0.58128437
0.57166493,1.6449935,0.58095518,1.1416913,0.56802661,0.58128437,0.64917917,0.0066657755
0.58095518,1.1416913,0.56802661,0.58128437,0.64917917,0.0066657755,0.64081274,-0.47446119
0.56802661,0.58128437,0.64917917,0.0066657755,0.64081274,-0.47446119,0.61248517,-0.97335559
0.64917917,0.0066657755,0.64081274,-0.47446119,0.61248517,-0.97335559,0.69704618,-1.4875538
0.64081274,-0.47446119,0.61248517,-0.97335559,0.69704618,-1.4875538,0.79576755,-2.0833868
0.61248517,-0.97335559,0.69704618,-1.4875538,0.79576755,-2.0833868,0.80058865,-2.6673202
0.69704618,-1.4875538,0.79576755,-2.0833868,0.80058865,-2.6673202,1.0477782,-3.2989458
0.79576755,-2.0833868,0.80058865,-2.6673202,1.0477782,-3.2989458,1.0702289,-3.9040998
0.80058865,-2.6673202,1.0477782,-3.2989458,1.0702289,-3.9040998,1.2430095,-4.5043549
1.0477782,-3.2989458,1.0702289,-3.9040998,1.2430095,-4.5043549,1.4152975,-5.1028991
1.0702289,-3.9040998,1.2430095,-4.5043549,1.4152975,-5.1028991,1.5630695,-5.7977997
1.2430095,-4.5043549,1.4152975,-5.1028991,1.5630695,-5.7977997,1.7215012,-6.2918498
1.4152975,-5.1028991,1.5630695,-5.7977997,1.7215012,-6.2918498,1.8729443,-6.9040468
1.5630695,-5.7977997,1.7215012,-6.2918498,1.8729443,-6.9040468,1.9365197,-7.4286631
1.7215012,-6.2918498,1.8729443,-6.9040468,1.9365197,-7.4286631,2.1575119,-8.102955
1.8729443,-6.9040468,1.9365197,-7.4286631,2.1575119,-8.102955,2.2724531,-8.688866
1.9365197,-7.4286631,2.1575119,-8.102955,2.2724531,-8.688866,2.2389092,-9.3060566
2.7080418,-8.0586848,2.7857234,-7.290462,2.7910406,-6.5183593,2.7623739,-5.7044654
2.7857234,-7.290462,2.7910406,-6.5183593,2.7623739,-5.7044654,2.8228703,-4.9193362
2.7910406,-6.5183593,2.7623739,-5.7044654,2.8228703,-4.9193362,2.8302775,-4.1106056
2.7623739,-5.7044654,2.8228703,-4.9193362,2.8302775,-4.1106056,2.8927121,-3.2893748
2.8228703,-4.9193362,2.8302775,-4.1106056,2.8927121,-3.2893748,2.8810367,-2.5002821
2.8302775,-4.1106056,2.8927121,-3.2893748,2.8810367,-2.5002821,2.7836525,-1.6217744
2.8927121,-3.2893748,2.8810367,-2.5002821,2.7836525,-1.6217744,2.8111765,-0.77965588
2.8810367,-2.5002821,2.7836525,-1.6217744,2.8111765,-0.77965588,2.7434421,-0.022913587
2.7836525,-1.6217744,2.8111765,-0.77965588,2.7434421,-0.022913587,2.7307639,0.74525477
2.8111765,-0.77965588,2.7434421,-0.022913587,2.7307639,0.74525477,2.6799664,1.4799228
2.7434421,-0.022913587,2.7307639,0.74525477,2.6799664,1.4799228,2.6842558,2.2248926
1.3458009,-8.3733718,1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365,1.3677595,-8.314287
1.4421668,-8.3188365,1.4421668,-8.3188365,1.3677595,-8.314287,1.4246859,-8.2976424
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048,1.4479962,-9.2251048
2.714557,-5.5814381,2.6497014,-5.1003757,2.6742087,-4.6476875,2.7358696,-4.1796209
2.6497014,-5.1003757,2.6742087,-4.6476875,2.7358696,-4.1796209,2.7443798,-3.6868428
2.6742087,-4.6476875,2.7358696,-4.1796209,2.7443798,-3.6868428,2.895882,-3.2306396
2.7358696,-4.1796209,2.7443798,-3.6868428,2.895882,-3.2306396,3.1573556,-2.7305072
2.7443798,-3.6868428,2.895882,-3.2306396,3.1573556,-2.7305072,3.3282879,-2.2221813
3.7957495,-4.8382017,3.9011564,-4.1850001,3.9244562,-3.4075617,3.960198,-2.7300908
3.9011564,-4.1850001,3.9244562,-3.4075617,3.960198,-2.7300908,4.0660561,-2.0627366
3.9244562,-3.4075617,3.960198,-2.7300908,4.0660561,-2.0627366,3.9819329,-1.3133225
2.6532237,-1.3483813,2.4233356,-1.2187144,2.2695154,-1.0198607,2.1538815,-0.78619978
2.4233356,-1.2187144,2.2695154,-1.0198607,2.1538815,-0.78619978,2.0680399,-0.67515666
2.2695154,-1.0198607,2.1538815,-0.78619978,2.0680399,-0.67515666,1.8904834,-0.55095842
2.1538815,-0.78619978,2.0680399,-0.67515666,1.8904834,-0.55095842,1.6960843,-0.38424122
2.0680399,-0.67515666,1.8904834,-0.55095842,1.6960843,-0.38424122,1.5736855,-0.24729778
1.8904834,-0.55095842,1.6960843,-0.38424122,1.5736855,-0.24729778,1.4750021,-0.013922007
1.6960843,-0.38424122,1.5736855,-0.24729778,1.4750021,-0.013922007,1.4076422,0.11553734
1.5736855,-0.24729778,1.4750021,-0.013922007,1.4076422,0.11553734,1.3031186,0.25068338
1.4750021,-0.013922007,1.4076422,0.11553734,1.3031186,0.25068338,1.1645407,0.45110543
1.4076422,0.11553734,1.3031186,0.25068338,1.1645407,0.45110543,1.0770463,0.56425101
1.8639963,0.30592536,1.8625277,-0.38820853,1.9699387,-1.1175976,2.0040475,-1.8365866
1.8625277,-0.38820853,1.9699387,-1.1175976,2.0040475,-1.8365866,2.0048121,-2.4920369
1.9699387,-1.1175976,2.0040475,-1.8365866,2.0048121,-2.4920369,2.1292914,-3.2416409
2.0040475,-1.8365866,2.0048121,-2.4920369,2.1292914,-3.2416409,2.1794971,-4.0019467
2.0048121,-2.4920369,2.1292914,-3.2416409,2.1794971,-4.0019467,2.2994021,-4.8285907
3.6875775,-2.8530859,3.5416445,-2.5813846,3.488284,-2.2423825,3.3931111,-2.0151066
3.5416445,-2.5813846,3.488284,-2.2423825,3.3931111,-2.0151066,3.2432569,-1.7998983
3.488284,-2.2423825,3.3931111,-2.0151066,3.2432569,-1.7998983,3.18128,-1.6153767
3.3931111,-2.0151066,3.2432569,-1.7998983,3.18128,-1.6153767,3.1181879,-1.4501241
3.2432569,-1.7998983,3.18128,-1.6153767,3.1181879,-1.4501241,3.1013553,-1.4282539
3.5676772,-4.7763569,3.3015993,-4.0623492,3.0890598,-3.3315272,2.6892246,-2.6937253
3.3015993,-4.0623492,3.0890598,-3.3315272,2.6892246,-2.6937253,2.378296,-2.0428974
3.0890598,-3.3315272,2.6892246,-2.6937253,2.378296,-2.0428974,1.9902516,-1.4179742
2.6892246,-2.6937253,2.378296,-2.0428974,1.9902516,-1.4179742,1.5797888,-0.80563195
2.378296,-2.0428974,1.9902516,-1.4179742,1.5797888,-0.80563195,1.298377,-0.16764936
1.9902516,-1.4179742,1.5797888,-0.80563195,1.298377,-0.16764936,1.0330639,0.45094052
1.5797888,-0.80563195,1.298377,-0.16764936,1.0330639,0.45094052,0.97223219,1.0402643
1.298377,-0.16764936,1.0330639,0.45094052,0.97223219,1.0402643,0.98603696,1.6177837
0.28523587,1.6310461,0.18655195,1.2439286,0.031719383,0.88462078,-0.10458032,0.52116391
0.18655195,1.2439286,0.031719383,0.88462078,-0.10458032,0.52116391,-0.19956163,0.21124151
0.031719383,0.88462078,-0.10458032,0.52116391,-0.19956163,0.21124151,-0.25877026,-0.14510897
-0.10458032,0.52116391,-0.19956163,0.21124151,-0.25877026,-0.14510897,-0.2977327,-0.48456562
-0.19956163,0.21124151,-0.25877026,-0.14510897,-0.2977327,-0.48456562,-0.29720799,-0.80948364
-0.25877026,-0.14510897,-0.2977327,-0.48456562,-0.29720799,-0.80948364,-0.24150674,-1.1824452
-0.2977327,-0.48456562,-0.29720799,-0.80948364,-0.24150674,-1.1824452,-0.22297735,-1.5300648
-0.29720799,-0.80948364,-0.24150674,-1.1824452,-0.22297735,-1.5300648,-0.26193569,-1.8704942
-0.24150674,-1.1824452,-0.22297735,-1.5300648,-0.26193569,-1.8704942,-0.3789408,-2.2221893
-0.22297735,-1.5300648,-0.26193569,-1.8704942,-0.3789408,-2.2221893,-0.59390859,-2.5837716
-0.26193569,-1.8704942,-0.3789408,-2.2221893,-0.59390859,-2.5837716,-0.83685755,-2.7393543
-0.3789408,-2.2221893,-0.59390859,-2.5837716,-0.83685755,-2.7393543,-1.0237618,-2.922768
-0.59390859,-2.5837716,-0.83685755,-2.7393543,-1.0237618,-2.922768,-1.2345779,-3.1659986
-0.83685755,-2.7393543,-1.0237618,-2.922768,-1.2345779,-3.1659986,-1.4022306,-3.3327273
1.8293897,2.015414,1.7761462,1.3902646,1.8868651,0.7187182,1.9263984,0.098338987
1.7761462,1.3902646,1.8868651,0.7187182,1.9263984,0.098338987,1.9454476,-0.55874376
1.8868651,0.7187182,1.9263984,0.098338987,1.9454476,-0.55874376,2.057056,-1.2087364
1.9263984,0.098338987,1.9454476,-0.55874376,2.057056,-1.2087364,2.0578401,-1.8633407
1.9454476,-0.55874376,2.057056,-1.2087364,2.0578401,-1.8633407,2.2229489,-2.5384158
2.057056,-1.2087364,2.0578401,-1.8633407,2.2229489,-2.5384158,2.2816988,-3.1400811
2.0578401,-1.8633407,2.2229489,-2.5384158,2.2816988,-3.1400811,2.35431,-3.822255
2.2229489,-2.5384158,2.2816988,-3.1400811,2.35431,-3.822255,2.5922698,-4.4811344
2.2816988,-3.1400811,2.35431,-3.822255,2.5922698,-4.4811344,2.7379574,-5.1483492
2.35431,-3.822255,2.5922698,-4.4811344,2.7379574,-5.1483492,2.9817774,-6.000445
2.5922698,-4.4811344,2.7379574,-5.1483492,2.9817774,-6.000445,3.1813775,-6.6484818
2.7379574,-5.1483492,2.9817774,-6.000445,3.1813775,-6.6484818,3.2668455,-7.4043257
2.9817774,-6.000445,3.1813775,-6.6484818,3.2668455,-7.4043257,3.4425047,-8.1455762
3.1813775,-6.6484818,3.2668455,-7.4043257,3.4425047,-8.1455762,3.4197122,-8.912994
3.2668455,-7.4043257,3.4425047,-8.1455762,3.4197122,-8.912994,3.4850708,-9.7054599
-1.3481191,-1.0772006,-1.3189139,-0.91685865,-1.3448455,-0.68762738,-1.3903793,-0.45563349
-1.3189139,-0.91685865,-1.3448455,-0.68762738,-1.3903793,-0.45563349,-1.3659694,-0.37692092
-1.3448455,-0.68762738,-1.3903793,-0.45563349,-1.3659694,-0.37692092,-1.2218453,-0.2739934
-1.3903793,-0.45563349,-1.3659694,-0.37692092,-1.2218453,-0.2739934,-1.078156,-0.17137636
-1.3659694,-0.37692092,-1.2218453,-0.2739934,-1.078156,-0.17137636,-1.0503412,-0.032176756
-1.2218453,-0.2739934,-1.078156,-0.17137636,-1.0503412,-0.032176756,-1.0566901,0.19361106
-1.9267293,0.54648306,-1.8195443,1.0041982,-1.6953728,1.4168978,-1.6686757,1.8644889
-1.8195443,1.0041982,-1.6953728,1.4168978,-1.6686757,1.8644889,-1.5265582,2.2515607
3.1381568,-1.4135894,3.1549766,-1.4354533,3.171791,-1.45731,3.1696987,-1.4962302
3.1549766,-1.4354533,3.171791,-1.45731,3.1696987,-1.4962302,3.1865087,-1.5180744
3.171791,-1.45731,3.1696987,-1.4962302,3.1865087,-1.5180744,3.2043582,-1.5204562
3.1696987,-1.4962302,3.1865087,-1.5180744,3.2043582,-1.5204562,3.2033131,-1.5399114
3.1865087,-1.5180744,3.2043582,-1.5204562,3.2033131,-1.5399114,3.1844173,-1.5569926
3.2043582,-1.5204562,3.2033131,-1.5399114,3.1844173,-1.5569926,3.1844173,-1.5569926
3.2033131,-1.5399114,3.1844173,-1.5569926,3.1844173,-1.5569926,3.1844173,-1.5569926
3.1844173,-1.5569926,3.1844173,-1.5569926,3.1844173,-1.5569926,3.185463,-1.5375331
3.1844173,-1.5569926,3.1844173,-1.5569926,3.185463,-1.5375331,3.1686525,-1.5156916
3.1844173,-1.5569926,3.185463,-1.5375331,3.1686525,-1.5156916,3.1518365,-1.4938429
3.185463,-1.5375331,3.1686525,-1.5156916,3.1518365,-1.4938429,3.1518365,-1.4938429
3.1686525,-1.5156916,3.1518365,-1.4938429,3.1518365,-1.4938429,3.1696987,-1.4962302
3.1518365,-1.4938429,3.1518365,-1.4938429,3.1696987,-1.4962302,3.1865087,-1.5180744
3.1518365,-1.4938429,3.1696987,-1.4962302,3.1865087,-1.5180744,3.1844173,-1.5569926
3.1696987,-1.4962302,3.1865087,-1.5180744,3.1844173,-1.5569926,3.2001777,-1.598282
3.1865087,-1.5180744,3.1844173,-1.5569926,3.2001777,-1.598282,3.2180229,-1.6006487
3.1844173,-1.5569926,3.2001777,-1.598282,3.2180229,-1.6006487,3.2358614,-1.6030145
3.2001777,-1.598282,3.2180229,-1.6006487,3.2358614,-1.6030145,3.2536933,-1.6053794
3.2180229,-1.6006487,3.2358614,-1.6030145,3.2536933,-1.6053794,3.2526499,-1.6248273
3.2358614,-1.6030145,3.2536933,-1.6053794,3.2526499,-1.6248273,3.1980872,-1.6372002
3.2536933,-1.6053794,3.2526499,-1.6248273,3.1980872,-1.6372002,3.0908685,-1.6230246
3.2656327,-3.0574008,3.0606385,-3.5249679,2.8376916,-3.9732807,2.5794987,-4.3808695
3.0606385,-3.5249679,2.8376916,-3.9732807,2.5794987,-4.3808695,2.4086167,-4.839281
2.8376916,-3.9732807,2.5794987,-4.3808695,2.4086167,-4.839281,2.2391893,-5.2600193
2.5794987,-4.3808695,2.4086167,-4.839281,2.2391893,-5.2600193,2.0884781,-5.664259
2.4086167,-4.839281,2.2391893,-5.2600193,2.0884781,-5.664259,2.0818178,-6.1220837
2.2391893,-5.2600193,2.0884781,-5.664259,2.0818178,-6.1220837,2.1322729,-6.5448905
2.0884781,-5.664259,2.0818178,-6.1220837,2.1322729,-6.5448905,2.1062252,-7.0215399
2.0818178,-6.1220837,2.1322729,-6.5448905,2.1062252,-7.0215399,2.172822,-7.4852575
2.1322729,-6.5448905,2.1062252,-7.0215399,2.172822,-7.4852575,2.2221628,-7.9275116
2.1062252,-7.0215399,2.172822,-7.4852575,2.2221628,-7.9275116,2.2284257,-8.4866755
2.172822,-7.4852575,2.2221628,-7.9275116,2.2284257,-8.4866755,2.3336287,-8.9118279
1.4049774,-8.3165626,1.4235756,-8.3176998,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4235756,-8.3176998,1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365
1.4421668,-8.3188365,1.4421668,-8.3188365,1.4421668,-8.3188365,1.483761,-8.2409306
1.4421668,-8.3188365,1.4421668,-8.3188365,1.483761,-8.2409306,1.4826528,-8.2609737
1.4421668,-8.3188365,1.483761,-8.2409306,1.4826528,-8.2609737,1.4826528,-8.2609737
1.483761,-8.2409306,1.4826528,-8.2609737,1.4826528,-8.2609737,1.4071992,-8.2764413
1.4826528,-8.2609737,1.4826528,-8.2609737,1.4071992,-8.2764413,1.386372,-8.315425
1.4826528,-8.2609737,1.4071992,-8.2764413,1.386372,-8.315425,1.3666472,-8.3343567
1.4071992,-8.2764413,1.386372,-8.315425,1.3666472,-8.3343567,1.386372,-8.315425
1.386372,-8.315425,1.3666472,-8.3343567,1.386372,-8.315425,1.4224653,-8.3377581
1.3666472,-8.3343567,1.386372,-8.315425,1.4224653,-8.3377581,1.4049774,-8.3165626
1.386372,-8.315425,1.4224653,-8.3377581,1.4049774,-8.3165626,1.3852603,-8.3354909
1.4224653,-8.3377581,1.4049774,-8.3165626,1.3852603,-8.3354909,1.3469139,-8.3532964
1.4049774,-8.3165626,1.3852603,-8.3354909,1.3469139,-8.3532964,1.3644224,-8.3744989
1.3852603,-8.3354909,1.3469139,-8.3532964,1.3644224,-8.3744989,1.4049774,-8.3165626
1.3469139,-8.3532964,1.3644224,-8.3744989,1.4049774,-8.3165626,1.400533,-8.3968165
1.3644224,-8.3744989,1.4049774,-8.3165626,1.400533,-8.3968165,1.4815445,-8.2810178
1.4049774,-8.3165626,1.400533,-8.3968165,1.4815445,-8.2810178,1.4038664,-8.3366247
1.400533,-8.3968165,1.4815445,-8.2810178,1.4038664,-8.3366247,1.3480269,-8.333222
1.4815445,-8.2810178,1.4038664,-8.3366247,1.3480269,-8.333222,1.4815445,-8.2810178
1.4038664,-8.3366247,1.3480269,-8.333222,1.4815445,-8.2810178,1.4815445,-8.2810178
1.3480269,-8.333222,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.386372,-8.315425
1.4815445,-8.2810178,1.4815445,-8.2810178,1.386372,-8.315425,1.4815445,-8.2810178
1.4815445,-8.2810178,1.386372,-8.315425,1.4815445,-8.2810178,1.3293996,-8.3320869
1.386372,-8.315425,1.4815445,-8.2810178,1.3293996,-8.3320869,1.4815445,-8.2810178
1.4815445,-8.2810178,1.3293996,-8.3320869,1.4815445,-8.2810178,1.4815445,-8.2810178
1.3293996,-8.3320869,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4815445,-8.2810178,1.4629688,-8.2798743
1.4815445,-8.2810178,1.4815445,-8.2810178,1.4629688,-8.2798743,1.3733202,-8.2139525
1.4815445,-8.2810178,1.4629688,-8.2798743,1.3733202,-8.2139525,1.3021555,-8.1490845
1.4629688,-8.2798743,1.3733202,-8.2139525,1.3021555,-8.1490845,1.3196775,-8.1703284
1.3733202,-8.2139525,1.3021555,-8.1490845,1.3196775,-8.1703284,1.3558165,-8.192727
1.3021555,-8.1490845,1.3196775,-8.1703284,1.3558165,-8.192727,1.3371936,-8.1915652
1.3196775,-8.1703284,1.3558165,-8.192727,1.3371936,-8.1915652,1.3185636,-8.190403
1.3558165,-8.192727,1.3371936,-8.1915652,1.3185636,-8.190403,1.2999265,-8.1892403
1.3371936,-8.1915652,1.3185636,-8.190403,1.2999265,-8.1892403,1.2999265,-8.1892403
1.3185636,-8.190403,1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403
1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403
1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403
1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403,1.2999265,-8.1892403
