var1(t-5),var2(t-5),var3(t-5),var4(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var1(t),var2(t),var3(t),var4(t)
1.8625277,-0.38820853,0.13242799,-1.7794037,1.9699387,-1.1175976,0.17689985,-1.8104726,2.0040475,-1.8365866,0.043591796,-1.7180491,2.0048121,-2.4920369,0.15655484,-1.7563179,2.1292914,-3.2416409,0.21835622,-1.8873873,2.1794971,-4.0019467,0.2126384,-1.9836872
1.9699387,-1.1175976,0.17689985,-1.8104726,2.0040475,-1.8365866,0.043591796,-1.7180491,2.0048121,-2.4920369,0.15655484,-1.7563179,2.1292914,-3.2416409,0.21835622,-1.8873873,2.1794971,-4.0019467,0.2126384,-1.9836872,2.2994021,-4.8285907,0.29976255,-2.0666099
3.6875775,-2.8530859,-0.36483245,0.67925322,3.5416445,-2.5813846,-0.24911687,0.76337931,3.488284,-2.2423825,-0.18566675,0.70784747,3.3931111,-2.0151066,-0.30628395,0.55310515,3.2432569,-1.7998983,-0.26478894,0.49966242,3.18128,-1.6153767,-0.15633619,0.43721778
3.5416445,-2.5813846,-0.24911687,0.76337931,3.488284,-2.2423825,-0.18566675,0.70784747,3.3931111,-2.0151066,-0.30628395,0.55310515,3.2432569,-1.7998983,-0.26478894,0.49966242,3.18128,-1.6153767,-0.15633619,0.43721778,3.1181879,-1.4501241,-0.09990583,0.23390346
3.488284,-2.2423825,-0.18566675,0.70784747,3.3931111,-2.0151066,-0.30628395,0.55310515,3.2432569,-1.7998983,-0.26478894,0.49966242,3.18128,-1.6153767,-0.15633619,0.43721778,3.1181879,-1.4501241,-0.09990583,0.23390346,3.1013553,-1.4282539,-0.042081487,0.054675453
3.5676772,-4.7763569,-0.66519469,1.7850192,3.3015993,-4.0623492,-0.59827172,1.8060371,3.0890598,-3.3315272,-0.76546837,1.7107798,2.6892246,-2.6937253,-0.88845482,1.6107872,2.378296,-2.0428974,-0.87371625,1.5946889,1.9902516,-1.4179742,-0.99813398,1.5465819
3.3015993,-4.0623492,-0.59827172,1.8060371,3.0890598,-3.3315272,-0.76546837,1.7107798,2.6892246,-2.6937253,-0.88845482,1.6107872,2.378296,-2.0428974,-0.87371625,1.5946889,1.9902516,-1.4179742,-0.99813398,1.5465819,1.5797888,-0.80563195,-0.86484322,1.5629061
3.0890598,-3.3315272,-0.76546837,1.7107798,2.6892246,-2.6937253,-0.88845482,1.6107872,2.378296,-2.0428974,-0.87371625,1.5946889,1.9902516,-1.4179742,-0.99813398,1.5465819,1.5797888,-0.80563195,-0.86484322,1.5629061,1.298377,-0.16764936,-0.68340612,1.5707156
2.6892246,-2.6937253,-0.88845482,1.6107872,2.378296,-2.0428974,-0.87371625,1.5946889,1.9902516,-1.4179742,-0.99813398,1.5465819,1.5797888,-0.80563195,-0.86484322,1.5629061,1.298377,-0.16764936,-0.68340612,1.5707156,1.0330639,0.45094052,-0.40768106,1.5098921
2.378296,-2.0428974,-0.87371625,1.5946889,1.9902516,-1.4179742,-0.99813398,1.5465819,1.5797888,-0.80563195,-0.86484322,1.5629061,1.298377,-0.16764936,-0.68340612,1.5707156,1.0330639,0.45094052,-0.40768106,1.5098921,0.97223219,1.0402643,-0.058783648,1.458554
1.9902516,-1.4179742,-0.99813398,1.5465819,1.5797888,-0.80563195,-0.86484322,1.5629061,1.298377,-0.16764936,-0.68340612,1.5707156,1.0330639,0.45094052,-0.40768106,1.5098921,0.97223219,1.0402643,-0.058783648,1.458554,0.98603696,1.6177837,0.034511909,1.4437984
0.28523587,1.6310461,-0.2467098,-0.96779359,0.18655195,1.2439286,-0.31689561,-0.93303161,0.031719383,0.88462078,-0.36391533,-0.90345589,-0.10458032,0.52116391,-0.28910127,-0.84172409,-0.19956163,0.21124151,-0.19273742,-0.83284111,-0.25877026,-0.14510897,-0.12271384,-0.86975892
0.18655195,1.2439286,-0.31689561,-0.93303161,0.031719383,0.88462078,-0.36391533,-0.90345589,-0.10458032,0.52116391,-0.28910127,-0.84172409,-0.19956163,0.21124151,-0.19273742,-0.83284111,-0.25877026,-0.14510897,-0.12271384,-0.86975892,-0.2977327,-0.48456562,-0.04804717,-0.83046833
0.031719383,0.88462078,-0.36391533,-0.90345589,-0.10458032,0.52116391,-0.28910127,-0.84172409,-0.19956163,0.21124151,-0.19273742,-0.83284111,-0.25877026,-0.14510897,-0.12271384,-0.86975892,-0.2977327,-0.48456562,-0.04804717,-0.83046833,-0.29720799,-0.80948364,0.070282454,-0.87234943
-0.10458032,0.52116391,-0.28910127,-0.84172409,-0.19956163,0.21124151,-0.19273742,-0.83284111,-0.25877026,-0.14510897,-0.12271384,-0.86975892,-0.2977327,-0.48456562,-0.04804717,-0.83046833,-0.29720799,-0.80948364,0.070282454,-0.87234943,-0.24150674,-1.1824452,0.092788307,-0.90072646
-0.19956163,0.21124151,-0.19273742,-0.83284111,-0.25877026,-0.14510897,-0.12271384,-0.86975892,-0.2977327,-0.48456562,-0.04804717,-0.83046833,-0.29720799,-0.80948364,0.070282454,-0.87234943,-0.24150674,-1.1824452,0.092788307,-0.90072646,-0.22297735,-1.5300648,-0.025536182,-0.86006132
-0.25877026,-0.14510897,-0.12271384,-0.86975892,-0.2977327,-0.48456562,-0.04804717,-0.83046833,-0.29720799,-0.80948364,0.070282454,-0.87234943,-0.24150674,-1.1824452,0.092788307,-0.90072646,-0.22297735,-1.5300648,-0.025536182,-0.86006132,-0.26193569,-1.8704942,-0.19495432,-0.86515568
-0.2977327,-0.48456562,-0.04804717,-0.83046833,-0.29720799,-0.80948364,0.070282454,-0.87234943,-0.24150674,-1.1824452,0.092788307,-0.90072646,-0.22297735,-1.5300648,-0.025536182,-0.86006132,-0.26193569,-1.8704942,-0.19495432,-0.86515568,-0.3789408,-2.2221893,-0.41496613,-0.89159673
-0.29720799,-0.80948364,0.070282454,-0.87234943,-0.24150674,-1.1824452,0.092788307,-0.90072646,-0.22297735,-1.5300648,-0.025536182,-0.86006132,-0.26193569,-1.8704942,-0.19495432,-0.86515568,-0.3789408,-2.2221893,-0.41496613,-0.89159673,-0.59390859,-2.5837716,-0.57239594,-0.64645618
-0.24150674,-1.1824452,0.092788307,-0.90072646,-0.22297735,-1.5300648,-0.025536182,-0.86006132,-0.26193569,-1.8704942,-0.19495432,-0.86515568,-0.3789408,-2.2221893,-0.41496613,-0.89159673,-0.59390859,-2.5837716,-0.57239594,-0.64645618,-0.83685755,-2.7393543,-0.53731645,-0.42374544
-0.22297735,-1.5300648,-0.025536182,-0.86006132,-0.26193569,-1.8704942,-0.19495432,-0.86515568,-0.3789408,-2.2221893,-0.41496613,-0.89159673,-0.59390859,-2.5837716,-0.57239594,-0.64645618,-0.83685755,-2.7393543,-0.53731645,-0.42374544,-1.0237618,-2.922768,-0.49715038,-0.53330536
-0.26193569,-1.8704942,-0.19495432,-0.86515568,-0.3789408,-2.2221893,-0.41496613,-0.89159673,-0.59390859,-2.5837716,-0.57239594,-0.64645618,-0.83685755,-2.7393543,-0.53731645,-0.42374544,-1.0237618,-2.922768,-0.49715038,-0.53330536,-1.2345779,-3.1659986,-0.47308605,-0.51244917
-0.3789408,-2.2221893,-0.41496613,-0.89159673,-0.59390859,-2.5837716,-0.57239594,-0.64645618,-0.83685755,-2.7393543,-0.53731645,-0.42374544,-1.0237618,-2.922768,-0.49715038,-0.53330536,-1.2345779,-3.1659986,-0.47308605,-0.51244917,-1.4022306,-3.3327273,-0.41913185,-0.41682181
1.8293897,2.015414,-0.13310884,-1.5628735,1.7761462,1.3902646,0.071844253,-1.6208697,1.8868651,0.7187182,0.18781531,-1.614907,1.9263984,0.098338987,0.073228108,-1.5968274,1.9454476,-0.55874376,0.16332195,-1.6338442,2.057056,-1.2087364,0.14049059,-1.6307462
1.7761462,1.3902646,0.071844253,-1.6208697,1.8868651,0.7187182,0.18781531,-1.614907,1.9263984,0.098338987,0.073228108,-1.5968274,1.9454476,-0.55874376,0.16332195,-1.6338442,2.057056,-1.2087364,0.14049059,-1.6307462,2.0578401,-1.8633407,0.2073661,-1.6620993
1.8868651,0.7187182,0.18781531,-1.614907,1.9263984,0.098338987,0.073228108,-1.5968274,1.9454476,-0.55874376,0.16332195,-1.6338442,2.057056,-1.2087364,0.14049059,-1.6307462,2.0578401,-1.8633407,0.2073661,-1.6620993,2.2229489,-2.5384158,0.27982341,-1.5959255
1.9263984,0.098338987,0.073228108,-1.5968274,1.9454476,-0.55874376,0.16332195,-1.6338442,2.057056,-1.2087364,0.14049059,-1.6307462,2.0578401,-1.8633407,0.2073661,-1.6620993,2.2229489,-2.5384158,0.27982341,-1.5959255,2.2816988,-3.1400811,0.16420147,-1.6047991
1.9454476,-0.55874376,0.16332195,-1.6338442,2.057056,-1.2087364,0.14049059,-1.6307462,2.0578401,-1.8633407,0.2073661,-1.6620993,2.2229489,-2.5384158,0.27982341,-1.5959255,2.2816988,-3.1400811,0.16420147,-1.6047991,2.35431,-3.822255,0.38821371,-1.6763167
2.057056,-1.2087364,0.14049059,-1.6307462,2.0578401,-1.8633407,0.2073661,-1.6620993,2.2229489,-2.5384158,0.27982341,-1.5959255,2.2816988,-3.1400811,0.16420147,-1.6047991,2.35431,-3.822255,0.38821371,-1.6763167,2.5922698,-4.4811344,0.47955925,-1.6576177
2.0578401,-1.8633407,0.2073661,-1.6620993,2.2229489,-2.5384158,0.27982341,-1.5959255,2.2816988,-3.1400811,0.16420147,-1.6047991,2.35431,-3.822255,0.38821371,-1.6763167,2.5922698,-4.4811344,0.47955925,-1.6576177,2.7379574,-5.1483492,0.48688458,-1.8991382
2.2229489,-2.5384158,0.27982341,-1.5959255,2.2816988,-3.1400811,0.16420147,-1.6047991,2.35431,-3.822255,0.38821371,-1.6763167,2.5922698,-4.4811344,0.47955925,-1.6576177,2.7379574,-5.1483492,0.48688458,-1.8991382,2.9817774,-6.000445,0.55427507,-1.8751658
2.2816988,-3.1400811,0.16420147,-1.6047991,2.35431,-3.822255,0.38821371,-1.6763167,2.5922698,-4.4811344,0.47955925,-1.6576177,2.7379574,-5.1483492,0.48688458,-1.8991382,2.9817774,-6.000445,0.55427507,-1.8751658,3.1813775,-6.6484818,0.35633513,-1.7548509
2.35431,-3.822255,0.38821371,-1.6763167,2.5922698,-4.4811344,0.47955925,-1.6576177,2.7379574,-5.1483492,0.48688458,-1.8991382,2.9817774,-6.000445,0.55427507,-1.8751658,3.1813775,-6.6484818,0.35633513,-1.7548509,3.2668455,-7.4043257,0.326409,-1.8713679
2.5922698,-4.4811344,0.47955925,-1.6576177,2.7379574,-5.1483492,0.48688458,-1.8991382,2.9817774,-6.000445,0.55427507,-1.8751658,3.1813775,-6.6484818,0.35633513,-1.7548509,3.2668455,-7.4043257,0.326409,-1.8713679,3.4425047,-8.1455762,0.19108329,-1.8858354
2.7379574,-5.1483492,0.48688458,-1.8991382,2.9817774,-6.000445,0.55427507,-1.8751658,3.1813775,-6.6484818,0.35633513,-1.7548509,3.2668455,-7.4043257,0.326409,-1.8713679,3.4425047,-8.1455762,0.19108329,-1.8858354,3.4197122,-8.912994,0.053207634,-1.9498546
2.9817774,-6.000445,0.55427507,-1.8751658,3.1813775,-6.6484818,0.35633513,-1.7548509,3.2668455,-7.4043257,0.326409,-1.8713679,3.4425047,-8.1455762,0.19108329,-1.8858354,3.4197122,-8.912994,0.053207634,-1.9498546,3.4850708,-9.7054599,0.16339661,-1.9811647
-1.3481191,-1.0772006,0.073013066,0.40085488,-1.3189139,-0.91685865,0.0040919522,0.48696653,-1.3448455,-0.68762738,-0.089331741,0.57653146,-1.3903793,-0.45563349,-0.026404779,0.38838307,-1.3659694,-0.37692092,0.21066744,0.22705011,-1.2218453,-0.2739934,0.35976668,0.25693071
-1.3189139,-0.91685865,0.0040919522,0.48696653,-1.3448455,-0.68762738,-0.089331741,0.57653146,-1.3903793,-0.45563349,-0.026404779,0.38838307,-1.3659694,-0.37692092,0.21066744,0.22705011,-1.2218453,-0.2739934,0.35976668,0.25693071,-1.078156,-0.17137636,0.21438016,0.30227081
-1.3448455,-0.68762738,-0.089331741,0.57653146,-1.3903793,-0.45563349,-0.026404779,0.38838307,-1.3659694,-0.37692092,0.21066744,0.22705011,-1.2218453,-0.2739934,0.35976668,0.25693071,-1.078156,-0.17137636,0.21438016,0.30227081,-1.0503412,-0.032176756,0.026832392,0.45623428
-1.3903793,-0.45563349,-0.026404779,0.38838307,-1.3659694,-0.37692092,0.21066744,0.22705011,-1.2218453,-0.2739934,0.35976668,0.25693071,-1.078156,-0.17137636,0.21438016,0.30227081,-1.0503412,-0.032176756,0.026832392,0.45623428,-1.0566901,0.19361106,-0.015872295,0.56446954
3.1381568,-1.4135894,0.042049695,-0.054659789,3.1549766,-1.4354533,0.042042792,-0.054650817,3.171791,-1.45731,0.018402625,-0.075971098,3.1696987,-1.4962302,0.018397111,-0.075955388,3.1865087,-1.5180744,0.043324271,-0.030282564,3.2043582,-1.5204562,0.021005535,-0.027296251
3.1549766,-1.4354533,0.042042792,-0.054650817,3.171791,-1.45731,0.018402625,-0.075971098,3.1696987,-1.4962302,0.018397111,-0.075955388,3.1865087,-1.5180744,0.043324271,-0.030282564,3.2043582,-1.5204562,0.021005535,-0.027296251,3.2033131,-1.5399114,-0.024926013,-0.045670506
3.171791,-1.45731,0.018402625,-0.075971098,3.1696987,-1.4962302,0.018397111,-0.075955388,3.1865087,-1.5180744,0.043324271,-0.030282564,3.2043582,-1.5204562,0.021005535,-0.027296251,3.2033131,-1.5399114,-0.024926013,-0.045670506,3.1844173,-1.5569926,-0.023619708,-0.021351607
3.1696987,-1.4962302,0.018397111,-0.075955388,3.1865087,-1.5180744,0.043324271,-0.030282564,3.2043582,-1.5204562,0.021005535,-0.027296251,3.2033131,-1.5399114,-0.024926013,-0.045670506,3.1844173,-1.5569926,-0.023619708,-0.021351607,3.1844173,-1.5569926,0.0,0.0
3.1865087,-1.5180744,0.043324271,-0.030282564,3.2043582,-1.5204562,0.021005535,-0.027296251,3.2033131,-1.5399114,-0.024926013,-0.045670506,3.1844173,-1.5569926,-0.023619708,-0.021351607,3.1844173,-1.5569926,0.0,0.0,3.1844173,-1.5569926,0.0013071161,0.024324482
3.2043582,-1.5204562,0.021005535,-0.027296251,3.2033131,-1.5399114,-0.024926013,-0.045670506,3.1844173,-1.5569926,-0.023619708,-0.021351607,3.1844173,-1.5569926,0.0,0.0,3.1844173,-1.5569926,0.0013071161,0.024324482,3.185463,-1.5375331,-0.019706007,0.051626322
3.2033131,-1.5399114,-0.024926013,-0.045670506,3.1844173,-1.5569926,-0.023619708,-0.021351607,3.1844173,-1.5569926,0.0,0.0,3.1844173,-1.5569926,0.0013071161,0.024324482,3.185463,-1.5375331,-0.019706007,0.051626322,3.1686525,-1.5156916,-0.042033147,0.054612646
3.1844173,-1.5569926,-0.023619708,-0.021351607,3.1844173,-1.5569926,0.0,0.0,3.1844173,-1.5569926,0.0013071161,0.024324482,3.185463,-1.5375331,-0.019706007,0.051626322,3.1686525,-1.5156916,-0.042033147,0.054612646,3.1518365,-1.4938429,-0.021020023,0.027310805
3.1844173,-1.5569926,0.0,0.0,3.1844173,-1.5569926,0.0013071161,0.024324482,3.185463,-1.5375331,-0.019706007,0.051626322,3.1686525,-1.5156916,-0.042033147,0.054612646,3.1518365,-1.4938429,-0.021020023,0.027310805,3.1518365,-1.4938429,0.022327773,-0.002984058
3.1844173,-1.5569926,0.0013071161,0.024324482,3.185463,-1.5375331,-0.019706007,0.051626322,3.1686525,-1.5156916,-0.042033147,0.054612646,3.1518365,-1.4938429,-0.021020023,0.027310805,3.1518365,-1.4938429,0.022327773,-0.002984058,3.1696987,-1.4962302,0.043340204,-0.03028927
3.185463,-1.5375331,-0.019706007,0.051626322,3.1686525,-1.5156916,-0.042033147,0.054612646,3.1518365,-1.4938429,-0.021020023,0.027310805,3.1518365,-1.4938429,0.022327773,-0.002984058,3.1696987,-1.4962302,0.043340204,-0.03028927,3.1865087,-1.5180744,0.018398258,-0.07595307
3.1686525,-1.5156916,-0.042033147,0.054612646,3.1518365,-1.4938429,-0.021020023,0.027310805,3.1518365,-1.4938429,0.022327773,-0.002984058,3.1696987,-1.4962302,0.043340204,-0.03028927,3.1865087,-1.5180744,0.018398258,-0.07595307,3.1844173,-1.5569926,0.017086263,-0.10025958
3.1518365,-1.4938429,-0.021020023,0.027310805,3.1518365,-1.4938429,0.022327773,-0.002984058,3.1696987,-1.4962302,0.043340204,-0.03028927,3.1865087,-1.5180744,0.018398258,-0.07595307,3.1844173,-1.5569926,0.017086263,-0.10025958,3.2001777,-1.598282,0.042006945,-0.054570063
3.1518365,-1.4938429,0.022327773,-0.002984058,3.1696987,-1.4962302,0.043340204,-0.03028927,3.1865087,-1.5180744,0.018398258,-0.07595307,3.1844173,-1.5569926,0.017086263,-0.10025958,3.2001777,-1.598282,0.042006945,-0.054570063,3.2180229,-1.6006487,0.044604685,-0.0059155691
3.1696987,-1.4962302,0.043340204,-0.03028927,3.1865087,-1.5180744,0.018398258,-0.07595307,3.1844173,-1.5569926,0.017086263,-0.10025958,3.2001777,-1.598282,0.042006945,-0.054570063,3.2180229,-1.6006487,0.044604685,-0.0059155691,3.2358614,-1.6030145,0.044588025,-0.0059133596
3.1865087,-1.5180744,0.018398258,-0.07595307,3.1844173,-1.5569926,0.017086263,-0.10025958,3.2001777,-1.598282,0.042006945,-0.054570063,3.2180229,-1.6006487,0.044604685,-0.0059155691,3.2358614,-1.6030145,0.044588025,-0.0059133596,3.2536933,-1.6053794,0.020985558,-0.027266025
3.1844173,-1.5569926,0.017086263,-0.10025958,3.2001777,-1.598282,0.042006945,-0.054570063,3.2180229,-1.6006487,0.044604685,-0.0059155691,3.2358614,-1.6030145,0.044588025,-0.0059133596,3.2536933,-1.6053794,0.020985558,-0.027266025,3.2526499,-1.6248273,-0.069507679,-0.039776055
3.2001777,-1.598282,0.042006945,-0.054570063,3.2180229,-1.6006487,0.044604685,-0.0059155691,3.2358614,-1.6030145,0.044588025,-0.0059133596,3.2536933,-1.6053794,0.020985558,-0.027266025,3.2526499,-1.6248273,-0.069507679,-0.039776055,3.1980872,-1.6372002,-0.20222672,0.0022533152
3.2180229,-1.6006487,0.044604685,-0.0059155691,3.2358614,-1.6030145,0.044588025,-0.0059133596,3.2536933,-1.6053794,0.020985558,-0.027266025,3.2526499,-1.6248273,-0.069507679,-0.039776055,3.1980872,-1.6372002,-0.20222672,0.0022533152,3.0908685,-1.6230246,-0.26804667,0.035438945
3.2656327,-3.0574008,-0.51248548,-1.1689177,3.0606385,-3.5249679,-0.53492644,-1.1448499,2.8376916,-3.9732807,-0.60142486,-1.069877,2.5794987,-4.3808695,-0.53634365,-1.0825004,2.4086167,-4.839281,-0.42538675,-1.0989372,2.2391893,-5.2600193,-0.40017324,-1.0312225
3.0606385,-3.5249679,-0.53492644,-1.1448499,2.8376916,-3.9732807,-0.60142486,-1.069877,2.5794987,-4.3808695,-0.53634365,-1.0825004,2.4086167,-4.839281,-0.42538675,-1.0989372,2.2391893,-5.2600193,-0.40017324,-1.0312225,2.0884781,-5.664259,-0.19671428,-1.0775806
2.8376916,-3.9732807,-0.60142486,-1.069877,2.5794987,-4.3808695,-0.53634365,-1.0825004,2.4086167,-4.839281,-0.42538675,-1.0989372,2.2391893,-5.2600193,-0.40017324,-1.0312225,2.0884781,-5.664259,-0.19671428,-1.0775806,2.0818178,-6.1220837,0.054743543,-1.1007894
2.5794987,-4.3808695,-0.53634365,-1.0825004,2.4086167,-4.839281,-0.42538675,-1.0989372,2.2391893,-5.2600193,-0.40017324,-1.0312225,2.0884781,-5.664259,-0.19671428,-1.0775806,2.0818178,-6.1220837,0.054743543,-1.1007894,2.1322729,-6.5448905,0.030509178,-1.1243202
2.4086167,-4.839281,-0.42538675,-1.0989372,2.2391893,-5.2600193,-0.40017324,-1.0312225,2.0884781,-5.664259,-0.19671428,-1.0775806,2.0818178,-6.1220837,0.054743543,-1.1007894,2.1322729,-6.5448905,0.030509178,-1.1243202,2.1062252,-7.0215399,0.050686418,-1.1754588
2.2391893,-5.2600193,-0.40017324,-1.0312225,2.0884781,-5.664259,-0.19671428,-1.0775806,2.0818178,-6.1220837,0.054743543,-1.1007894,2.1322729,-6.5448905,0.030509178,-1.1243202,2.1062252,-7.0215399,0.050686418,-1.1754588,2.172822,-7.4852575,0.14492201,-1.1324647
2.0884781,-5.664259,-0.19671428,-1.0775806,2.0818178,-6.1220837,0.054743543,-1.1007894,2.1322729,-6.5448905,0.030509178,-1.1243202,2.1062252,-7.0215399,0.050686418,-1.1754588,2.172822,-7.4852575,0.14492201,-1.1324647,2.2221628,-7.9275116,0.069504578,-1.2517724
2.0818178,-6.1220837,0.054743543,-1.1007894,2.1322729,-6.5448905,0.030509178,-1.1243202,2.1062252,-7.0215399,0.050686418,-1.1754588,2.172822,-7.4852575,0.14492201,-1.1324647,2.2221628,-7.9275116,0.069504578,-1.2517724,2.2284257,-8.4866755,0.13933242,-1.2303953
2.1322729,-6.5448905,0.030509178,-1.1243202,2.1062252,-7.0215399,0.050686418,-1.1754588,2.172822,-7.4852575,0.14492201,-1.1324647,2.2221628,-7.9275116,0.069504578,-1.2517724,2.2284257,-8.4866755,0.13933242,-1.2303953,2.3336287,-8.9118279,0.26300751,-1.062881
1.4049774,-8.3165626,0.046495666,-0.0028429343,1.4235756,-8.3176998,0.046486783,-0.0028423911,1.4421668,-8.3188365,0.02323895,-0.001420924,1.4421668,-8.3188365,0.0,0.0,1.4421668,-8.3188365,0.051992783,0.097382422,1.483761,-8.2409306,0.050607501,0.072328508
1.4235756,-8.3176998,0.046486783,-0.0028423911,1.4421668,-8.3188365,0.02323895,-0.001420924,1.4421668,-8.3188365,0.0,0.0,1.4421668,-8.3188365,0.051992783,0.097382422,1.483761,-8.2409306,0.050607501,0.072328508,1.4826528,-8.2609737,-0.0013852821,-0.025053913
1.4421668,-8.3188365,0.02323895,-0.001420924,1.4421668,-8.3188365,0.0,0.0,1.4421668,-8.3188365,0.051992783,0.097382422,1.483761,-8.2409306,0.050607501,0.072328508,1.4826528,-8.2609737,-0.0013852821,-0.025053913,1.4826528,-8.2609737,-0.094316956,-0.019334419
1.4421668,-8.3188365,0.0,0.0,1.4421668,-8.3188365,0.051992783,0.097382422,1.483761,-8.2409306,0.050607501,0.072328508,1.4826528,-8.2609737,-0.0013852821,-0.025053913,1.4826528,-8.2609737,-0.094316956,-0.019334419,1.4071992,-8.2764413,-0.12035101,-0.068064106
1.4421668,-8.3188365,0.051992783,0.097382422,1.483761,-8.2409306,0.050607501,0.072328508,1.4826528,-8.2609737,-0.0013852821,-0.025053913,1.4826528,-8.2609737,-0.094316956,-0.019334419,1.4071992,-8.2764413,-0.12035101,-0.068064106,1.386372,-8.315425,-0.05069004,-0.072394256
1.483761,-8.2409306,0.050607501,0.072328508,1.4826528,-8.2609737,-0.0013852821,-0.025053913,1.4826528,-8.2609737,-0.094316956,-0.019334419,1.4071992,-8.2764413,-0.12035101,-0.068064106,1.386372,-8.315425,-0.05069004,-0.072394256,1.3666472,-8.3343567,0.0,0.0
1.4826528,-8.2609737,-0.0013852821,-0.025053913,1.4826528,-8.2609737,-0.094316956,-0.019334419,1.4071992,-8.2764413,-0.12035101,-0.068064106,1.386372,-8.315425,-0.05069004,-0.072394256,1.3666472,-8.3343567,0.0,0.0,1.386372,-8.315425,0.069772591,-0.0042517486
1.4826528,-8.2609737,-0.094316956,-0.019334419,1.4071992,-8.2764413,-0.12035101,-0.068064106,1.386372,-8.315425,-0.05069004,-0.072394256,1.3666472,-8.3343567,0.0,0.0,1.386372,-8.315425,0.069772591,-0.0042517486,1.4224653,-8.3377581,0.023256722,-0.0014220106
1.4071992,-8.2764413,-0.12035101,-0.068064106,1.386372,-8.315425,-0.05069004,-0.072394256,1.3666472,-8.3343567,0.0,0.0,1.386372,-8.315425,0.069772591,-0.0042517486,1.4224653,-8.3377581,0.023256722,-0.0014220106,1.4049774,-8.3165626,-0.046506168,0.0028339572
1.386372,-8.315425,-0.05069004,-0.072394256,1.3666472,-8.3343567,0.0,0.0,1.386372,-8.315425,0.069772591,-0.0042517486,1.4224653,-8.3377581,0.023256722,-0.0014220106,1.4049774,-8.3165626,-0.046506168,0.0028339572,1.3852603,-8.3354909,-0.072579281,-0.04591728
1.3666472,-8.3343567,0.0,0.0,1.386372,-8.315425,0.069772591,-0.0042517486,1.4224653,-8.3377581,0.023256722,-0.0014220106,1.4049774,-8.3165626,-0.046506168,0.0028339572,1.3852603,-8.3354909,-0.072579281,-0.04591728,1.3469139,-8.3532964,-0.026047365,-0.048759957
1.386372,-8.315425,0.069772591,-0.0042517486,1.4224653,-8.3377581,0.023256722,-0.0014220106,1.4049774,-8.3165626,-0.046506168,0.0028339572,1.3852603,-8.3354909,-0.072579281,-0.04591728,1.3469139,-8.3532964,-0.026047365,-0.048759957,1.3644224,-8.3744989,0.072579281,0.04591728
1.4224653,-8.3377581,0.023256722,-0.0014220106,1.4049774,-8.3165626,-0.046506168,0.0028339572,1.3852603,-8.3354909,-0.072579281,-0.04591728,1.3469139,-8.3532964,-0.026047365,-0.048759957,1.3644224,-8.3744989,0.072579281,0.04591728,1.4049774,-8.3165626,0.045138224,-0.027897088
1.4049774,-8.3165626,-0.046506168,0.0028339572,1.3852603,-8.3354909,-0.072579281,-0.04591728,1.3469139,-8.3532964,-0.026047365,-0.048759957,1.3644224,-8.3744989,0.072579281,0.04591728,1.4049774,-8.3165626,0.045138224,-0.027897088,1.400533,-8.3968165,0.095708937,0.044431039
1.3852603,-8.3354909,-0.072579281,-0.04591728,1.3469139,-8.3532964,-0.026047365,-0.048759957,1.3644224,-8.3744989,0.072579281,0.04591728,1.4049774,-8.3165626,0.045138224,-0.027897088,1.400533,-8.3968165,0.095708937,0.044431039,1.4815445,-8.2810178,0.0041666695,0.075239796
1.3469139,-8.3532964,-0.026047365,-0.048759957,1.3644224,-8.3744989,0.072579281,0.04591728,1.4049774,-8.3165626,0.045138224,-0.027897088,1.400533,-8.3968165,0.095708937,0.044431039,1.4815445,-8.2810178,0.0041666695,0.075239796,1.4038664,-8.3366247,-0.16689697,-0.065255263
1.3644224,-8.3744989,0.072579281,0.04591728,1.4049774,-8.3165626,0.045138224,-0.027897088,1.400533,-8.3968165,0.095708937,0.044431039,1.4815445,-8.2810178,0.0041666695,0.075239796,1.4038664,-8.3366247,-0.16689697,-0.065255263,1.3480269,-8.333222,0.097097698,0.069508638
1.4049774,-8.3165626,0.045138224,-0.027897088,1.400533,-8.3968165,0.095708937,0.044431039,1.4815445,-8.2810178,0.0041666695,0.075239796,1.4038664,-8.3366247,-0.16689697,-0.065255263,1.3480269,-8.333222,0.097097698,0.069508638,1.4815445,-8.2810178,0.16689697,0.065255263
1.400533,-8.3968165,0.095708937,0.044431039,1.4815445,-8.2810178,0.0041666695,0.075239796,1.4038664,-8.3366247,-0.16689697,-0.065255263,1.3480269,-8.333222,0.097097698,0.069508638,1.4815445,-8.2810178,0.16689697,0.065255263,1.4815445,-8.2810178,0.0,0.0
1.4815445,-8.2810178,0.0041666695,0.075239796,1.4038664,-8.3366247,-0.16689697,-0.065255263,1.3480269,-8.333222,0.097097698,0.069508638,1.4815445,-8.2810178,0.16689697,0.065255263,1.4815445,-8.2810178,0.0,0.0,1.4815445,-8.2810178,0.0,0.0
