,frame_number,pedestrian_ID,pos_x,pos_y,v_x,v_y
952,288,79,1.2264238,-8.1644915,0.0,0.0
953,288,80,1.4796279,-9.327428,0.0,0.0
954,288,81,3.9178315,-5.8857559,0.25951824,1.149275
955,289,71,2.1257706,-3.9763574,-0.15525027,-1.5737531
956,289,72,1.3366279,-3.8321751,-0.25250695,-1.6002896
957,289,75,2.728416,-4.6531163,0.13274075,1.197073
958,289,76,3.1516334,-5.5224744,0.36880857,1.0009885
959,289,78,3.8792289,-3.9289943,0.096388363,1.4047944
960,289,79,1.2264238,-8.1644915,0.0,0.0
961,289,80,1.4796279,-9.327428,0.0,0.0
962,289,81,4.0520185,-5.3512126,0.14800881,1.1333259
963,290,71,2.0544664,-4.6055274,-0.13260811,-1.5789636
964,290,72,1.2813523,-4.4881299,-0.18353316,-1.6121055
965,290,75,2.8090794,-4.1675752,0.17365219,1.1169626
966,290,76,3.2620107,-5.1391291,0.1823646,1.310162
967,290,78,3.8716352,-3.401511,-0.022818788,1.245767
968,290,79,1.2264238,-8.1644915,0.0,0.0
969,290,80,1.4796279,-9.327428,0.0,0.0
970,290,81,4.0362385,-4.9790952,0.05725733,1.090821
971,290,82,3.0964876,-9.5878055,0.086868902,1.6286232
972,291,71,2.0196842,-5.2395283,0.051834401,-1.5733094
973,291,72,1.1898014,-5.1218595,-0.25534971,-1.6344782
974,291,75,2.8673378,-3.7595462,-0.033129278,1.064211
975,291,76,3.297525,-4.4743448,0.16606388,1.4315767
976,291,78,3.8609739,-2.9323807,-0.022809455,1.2451997
977,291,79,1.2264238,-8.1644915,0.0,0.0
978,291,80,1.4796279,-9.327428,0.0,0.0
979,291,81,4.0978244,-4.4785557,0.11255043,1.3032903
980,291,82,3.1312351,-8.9363562,0.060440451,1.5549194
981,292,71,2.095934,-5.864175,0.16496807,-1.6087252
982,292,72,1.0770725,-5.7957125,-0.26023376,-1.714236
983,292,75,2.782576,-3.3162064,-0.21190445,1.1083494
984,292,76,3.3948618,-3.9938677,0.2433419,1.2011927
985,292,78,3.8533876,-2.4053513,-0.018965539,1.3175735
986,292,79,1.2264238,-8.1644915,0.0,0.0
987,292,80,1.4796279,-9.327428,0.0,0.0
988,292,81,4.1262789,-3.936463,0.071136293,1.355232
989,292,82,3.1448399,-8.3438699,0.23537135,1.4667504
990,293,71,2.1516586,-6.5265084,0.25344987,-1.6638975
991,293,72,0.98161441,-6.4932483,-0.3315803,-1.7142922
992,293,79,1.2264238,-8.1644915,0.0,0.0
993,293,80,1.4796279,-9.327428,0.0,0.0
994,293,82,3.3195322,-7.7629558,0.36509528,1.3805795
995,294,71,2.2986939,-7.195293,0.3002271,-1.6407256
996,294,72,0.81180826,-7.1671462,-0.28249618,-1.6724014
997,294,79,1.2264238,-8.1644915,0.0,0.0
998,294,80,1.4796279,-9.327428,0.0,0.0
999,294,82,3.4369161,-7.2394063,0.27208442,1.3330676
1000,295,71,2.3918403,-7.8390889,0.16312453,-1.6292613
1001,295,72,0.75561746,-7.8311695,-0.08121171,-1.8678869
1002,295,79,1.2264238,-8.1644915,0.024726792,0.023650807
1003,295,80,1.4796279,-9.327428,0.0,0.0
1004,295,82,3.5371997,-6.6965018,0.250709,1.3572614
1005,296,71,2.4291935,-8.498702,0.11613725,-1.6502452
1006,296,72,0.74683889,-8.6614557,-0.082819262,-1.8962788
1007,296,79,1.2462052,-8.1455709,0.0013963285,0.025115927
1008,296,80,1.4796279,-9.327428,0.0,0.0
1009,297,71,2.4847501,-9.1592851,0.026441399,-1.6210181
1010,297,72,0.68936205,-9.3481925,0.14493667,-1.6295853
1011,297,79,1.2275409,-8.1443988,-0.023330463,0.0014651203
1012,297,80,1.4796279,-9.327428,0.023225936,-0.0011797889
1013,298,71,2.4503466,-9.7955165,-0.086008717,-1.5905785
1014,298,72,0.86278823,-9.965124,0.43356543,-1.5423287
1015,298,79,1.2275409,-8.1443988,0.0,0.0
1016,298,80,1.4982087,-9.3283719,0.046451873,-0.0023595778
1017,310,83,1.6602448,2.638579,0.19355702,-1.5193801
1018,311,83,1.7376676,2.0308269,0.080110793,-1.4755601
1019,311,84,3.4010618,-0.86260507,0.16391137,1.3919722
1020,312,83,1.7243334,1.4581309,-0.036087553,-1.4816223
1021,312,84,3.4666264,-0.3058162,0.18586931,1.3871666
1022,313,83,1.7087976,0.84552913,0.077385776,-1.5248696
1023,313,84,3.5497573,0.2471282,0.098381285,1.4223195
1024,314,83,1.7862421,0.23823528,0.054451233,-1.5224403
1025,314,84,3.5453314,0.83203941,-0.011064684,1.462278
1026,315,83,1.7523586,-0.37242315,-0.082031088,-1.4783884
1027,316,83,1.7206172,-0.94447541,-0.010374319,-1.4401588
1028,317,83,1.7440591,-1.5245502,-0.059214562,-1.4853701
1029,317,85,1.221955,-8.2448718,0.0,0.0
1030,317,86,1.407457,-9.2834572,0.0,0.0
1031,318,83,1.6732455,-2.1327715,-0.10664895,-1.5056659
1032,318,85,1.221955,-8.2448718,0.0,0.0
1033,318,86,1.407457,-9.2834572,0.0,0.0
1034,319,83,1.6587399,-2.7290829,0.0084670273,-1.5215162
1035,319,85,1.221955,-8.2448718,0.0,0.0
1036,319,86,1.407457,-9.2834572,0.0,0.0
1037,320,83,1.6800192,-3.3499845,-0.10974674,-1.5601796
1038,320,85,1.221955,-8.2448718,0.0,0.0
1039,320,86,1.407457,-9.2834572,0.0,0.0
1040,320,87,3.3597699,-8.692554,-0.079432585,1.8788974
1041,321,83,1.5709426,-3.9772266,-0.24993177,-1.5727662
1042,321,85,1.221955,-8.2448718,0.0,0.0
1043,321,86,1.407457,-9.2834572,0.0,0.0
1044,321,87,3.3279968,-7.940995,-0.015048241,1.8246565
1045,322,83,1.4800738,-4.6081974,-0.29716433,-1.5730393
1046,322,85,1.221955,-8.2448718,0.0,0.0
1047,322,86,1.407457,-9.2834572,0.0,0.0
1048,322,87,3.3477313,-7.2328288,-0.018933364,1.7502235
1049,323,83,1.3332111,-5.235658,-0.52713094,-1.4823656
1050,323,85,1.221955,-8.2448718,0.0,0.0
1051,323,86,1.407457,-9.2834572,0.0,0.0
1052,323,87,3.3128501,-6.5408162,-0.17397146,1.7868378
1053,324,83,1.058369,-5.7940899,-0.52624531,-1.4389154
1054,324,85,1.221955,-8.2448718,0.0,0.0
1055,324,86,1.407457,-9.2834572,0.0,0.0
1056,324,87,3.2085541,-5.8033585,-0.26074008,1.8436443
1057,325,83,0.91221484,-6.3867903,-0.41032925,-1.4306133
1058,325,85,1.221955,-8.2448718,0.0,0.0
1059,325,86,1.407457,-9.2834572,0.0,0.0
1060,326,83,0.7301056,-6.9385805,-0.52727508,-1.3776091
1061,326,85,1.221955,-8.2448718,0.0,0.0
1062,326,86,1.407457,-9.2834572,0.0013893783,0.025118181
1063,327,83,0.49039478,-7.4888776,-0.34107803,-1.421404
1064,327,85,1.221955,-8.2448718,0.0,0.0
1065,327,86,1.4085685,-9.2633627,0.0013893783,0.025118181
1066,328,83,0.45724317,-8.0757037,-0.10380379,-1.4160126
1067,328,85,1.221955,-8.2448718,0.0,0.0
1068,328,86,1.4085685,-9.2633627,0.0,0.0
1069,329,83,0.40735175,-8.6216877,-0.17382366,-1.3890219
1070,329,85,1.221955,-8.2448718,0.0,0.0
1071,329,86,1.4085685,-9.2633627,0.0,0.0
1072,330,83,0.31818424,-9.1869212,-0.22291876,-1.4130836
1073,330,85,1.221955,-8.2448718,0.0,0.0
1074,330,86,1.4085685,-9.2633627,0.0,0.0
1075,341,89,1.8354568,-0.54316423,0.11803937,-1.2078471
1076,341,90,1.2869731,-0.70513184,0.11623421,-1.2643401
1077,341,91,1.9793115,-3.9607551,0.29840304,-1.2748009
1078,341,92,1.2757056,-8.2885024,-0.041056293,0.10331245
1079,341,93,1.4119027,-9.2030846,0.0,0.0
1080,342,89,1.8826725,-1.0263031,0.070817593,-1.2262136
1081,342,90,1.3334668,-1.2108679,0.068461398,-1.2829364
1082,342,91,2.0986728,-4.4706755,0.29677218,-1.2983275
1083,342,92,1.2592831,-8.2471774,-0.04106224,0.10332742
1084,342,93,1.4119027,-9.2030846,0.0,0.0
1085,343,89,1.8921108,-1.5241351,0.16102135,-1.2622049
1086,343,90,1.3417422,-1.731481,0.18422648,-1.2970359
1087,343,91,2.2167293,-4.9994172,0.22516913,-1.339178
1088,343,92,1.2428558,-8.2058404,-0.020534094,0.051671191
1089,343,93,1.4119027,-9.2030846,0.0,0.0
1090,344,89,2.0114896,-2.036067,0.27533496,-1.2758597
1091,344,90,1.4808479,-2.2484966,0.30120527,-1.2856068
1092,344,91,2.2788081,-5.5420179,0.15783969,-1.3065887
1093,344,92,1.2428558,-8.2058404,0.0,0.0
1094,344,93,1.4119027,-9.2030846,0.0,0.0
1095,345,89,2.1123788,-2.5448229,0.22518295,-1.3422256
1096,345,90,1.5827064,-2.7599664,0.20284039,-1.3716711
1097,345,91,2.343001,-6.0446881,0.16176718,-1.2314702
1098,345,92,1.2428558,-8.2058404,0.0,0.0
1099,345,93,1.4119027,-9.2030846,0.0,0.0
1100,346,89,2.191636,-3.1098475,0.24627415,-1.3675885
1101,346,90,1.6431203,-3.3458336,0.22421167,-1.3972426
1102,346,91,2.4082218,-6.5271941,0.16432949,-1.1810478
1103,346,92,1.2428558,-8.2058404,0.0,0.0
1104,346,93,1.4119027,-9.2030846,0.0,0.0
1105,347,89,2.3093981,-3.6388937,0.27142304,-1.3190266
1106,347,90,1.7620757,-3.8777605,0.27413957,-1.326258
1107,347,91,2.4744646,-6.9895263,0.14551354,-1.1042429
1108,347,92,1.2428558,-8.2058404,0.0,0.0
1109,347,93,1.4119027,-9.2030846,0.0,0.0
1110,348,89,2.4087744,-4.1650687,0.20154747,-1.334614
1111,348,90,1.8624319,-4.40684,0.1804841,-1.3398954
1112,348,91,2.5246326,-7.4105884,0.022488388,-1.2692832
1113,348,92,1.2428558,-8.2058404,-0.0013957128,-0.025114663
1114,348,93,1.4119027,-9.2030846,0.0,0.0
1115,348,94,2.4684959,-10.13546,0.56394374,0.32409123
1116,349,89,2.4706361,-4.7065849,0.20527988,-1.2590404
1117,349,90,1.906463,-4.9496768,0.135736,-1.309375
1118,349,91,2.4924553,-8.0049529,-0.20100259,-1.1808393
1119,349,92,1.2417393,-8.2259322,-0.0013957128,-0.025114663
1120,349,93,1.4119027,-9.2030846,0.0,0.0
1121,349,94,2.6940734,-10.005824,0.59042528,0.42125926
1122,349,95,3.7112976,-10.14942,0.21292945,1.5150209
1123,350,89,2.5729983,-5.172301,0.14787897,-1.0545892
1124,350,90,1.9710207,-5.45434,0.20579762,-1.2899292
1125,350,91,2.3638306,-8.3552598,-0.15426233,-1.1609823
1126,350,92,1.2417393,-8.2259322,0.0,0.0
1127,350,93,1.4119027,-9.2030846,0.0,0.0
1128,350,94,2.9408361,-9.798453,0.73119203,0.58549114
1129,350,95,3.7964694,-9.5434114,0.085122569,1.6185174
1130,351,89,2.5889393,-5.5502563,0.1370136,-1.2505209
1131,351,90,2.0711011,-5.9816202,0.13695654,-1.2832252
1132,351,91,2.3690455,-8.9337387,-0.21274839,-1.3854916
1133,351,92,1.2417393,-8.2259322,0.0013957128,0.025114663
1134,351,93,1.4119027,-9.2030846,0.0,0.0
1135,351,94,3.279027,-9.537431,0.63814663,0.586889
1136,351,95,3.7793957,-8.8546058,-0.002279477,1.6454057
1137,352,89,2.6826092,-6.1727178,0.28713669,-1.4108608
1138,352,90,2.0805859,-6.4809201,-0.0019127669,-1.2964636
1139,352,91,2.1936319,-9.4636531,-0.14414152,-1.3906557
1140,352,92,1.2428558,-8.2058404,0.0013957128,0.025114663
1141,352,93,1.4119027,-9.2030846,0.0,0.0
1142,352,94,3.4513534,-9.3289418,0.50563168,0.68825695
1143,352,95,3.7946458,-8.2270869,-0.055538844,1.4763887
1144,353,89,2.8186486,-6.6789449,0.13420664,-1.2984876
1145,353,90,2.0695709,-7.0187911,0.086992578,-1.3532115
1146,353,91,2.2537323,-10.046263,0.15025102,-1.4565253
1147,353,92,1.2428558,-8.2058404,0.0,0.0
1148,353,93,1.4119027,-9.2030846,0.024644955,0.02389849
1149,353,94,3.6835323,-8.9868254,0.58044733,0.8552909
1150,353,95,3.7349646,-7.6734949,0.010828132,1.4703587
1151,354,89,2.7899745,-7.2115078,0.11276835,-1.2705124
1152,354,90,2.15018,-7.5634893,0.061412419,-1.4020487
1153,354,92,1.2428558,-8.2058404,0.0,0.0
1154,354,93,1.4316187,-9.1839658,0.073903168,0.071664733
1155,354,95,3.8033083,-7.0507999,0.17085931,1.5567375
1156,355,89,2.9088633,-7.6953549,0.13539621,-1.2724938
1157,355,90,2.1187008,-8.1404301,-0.078750633,-1.4433181
1158,355,92,1.2428558,-8.2058404,0.0,0.0
1159,355,93,1.4710252,-9.1457528,0.026021765,0.048989868
1160,356,89,2.8982914,-8.2295029,-0.027766452,-1.3606582
1161,356,90,2.0871795,-8.7181438,0.2296337,-1.2614718
1162,356,92,1.2428558,-8.2058404,0.0,0.0
1163,356,93,1.4524361,-9.1447739,-0.092999119,0.0048973063
1164,357,89,2.8866501,-8.7838814,-0.056997553,-1.4844069
1165,357,90,2.3024078,-9.1496075,0.070973579,-1.2288806
1166,357,92,1.2428558,-8.2058404,0.0,0.0
1167,357,93,1.3966259,-9.141835,-0.093034687,0.0048991793
1168,358,89,2.8526934,-9.4170284,-0.08489185,-1.5828674
1169,358,90,2.1439584,-9.7012484,-0.3961236,-1.379102
1170,358,92,1.2428558,-8.2058404,0.0,0.0
1171,358,93,1.3780083,-9.1408546,-0.046544032,0.0024509951
1172,400,96,1.9787822,3.7082493,-0.040640635,-0.73243747
1173,400,97,1.2284188,3.2510774,0.089127417,-0.91107287
1174,400,98,3.5157036,1.945997,0.039426986,-0.93052863
1175,400,99,3.5352818,-4.714322,0.085395298,1.6072703
1176,400,100,3.1924159,-8.8013753,-0.68494121,1.5255665
1177,400,101,1.2648625,-8.1467425,0.0,0.0
1178,400,102,1.3746707,-9.2011471,0.0,0.0
1179,401,96,1.9625259,3.4152743,0.00229551,-0.78975765
1180,401,97,1.2640698,2.8866483,0.1367874,-0.89428879
1181,401,98,3.5314743,1.5737855,0.14730836,-0.99671874
1182,401,99,3.56944,-4.0714138,-0.14823421,1.4122182
1183,401,100,2.9184394,-8.1911487,-0.70932351,1.5309852
1184,401,101,1.2648625,-8.1467425,-0.02192608,0.026574543
1185,401,102,1.3746707,-9.2011471,0.0,0.0
1186,402,96,1.9806186,3.0764432,-0.13895331,-0.83942795
1187,402,97,1.3378487,2.5356464,0.089086262,-0.91065218
1188,402,98,3.6335502,1.148622,0.23422874,-1.0344653
1189,402,99,3.4166945,-3.5845474,-0.15458453,1.2900249
1190,402,100,2.6249571,-7.5765871,-0.71021459,1.5883923
1191,402,101,1.2473216,-8.1254829,-0.02192608,0.026574543
1192,402,102,1.3746707,-9.2011471,0.0013907345,0.025123057
1193,403,96,1.8513633,2.743732,-0.18606766,-0.85671918
1194,403,97,1.3353388,2.1581265,-0.028045054,-0.91556147
1195,403,98,3.7188573,0.74621327,0.22336191,-0.81271443
1196,403,99,3.4457723,-3.0393939,-0.018791508,1.3243786
1197,403,100,2.3502677,-6.9204348,-0.71269812,1.6215349
1198,403,101,1.2473216,-8.1254829,0.087660111,-0.10624459
1199,403,102,1.3757833,-9.1810487,0.0013907345,0.025123057
1200,404,96,1.8317644,2.3910679,0.019693801,-0.89358589
1201,404,97,1.3154127,1.8031972,-0.029438928,-0.94078016
1202,404,98,3.8122398,0.49845045,0.13360639,-0.40941967
1203,404,99,3.4016613,-2.5250445,-0.17705969,1.2946546
1204,404,100,2.0547986,-6.2793592,-0.74341389,1.557285
1205,404,101,1.3174497,-8.2104785,0.15193766,-0.21091915
1206,404,102,1.3757833,-9.1810487,0.0,0.0
1207,405,96,1.8671183,2.0288633,-0.050421871,-0.90729861
1208,405,97,1.3117876,1.4055024,-0.10320805,-1.0046784
1209,405,98,3.8257424,0.41867753,0.013042095,-0.17194866
1210,405,99,3.3041246,-2.0036703,-0.15485841,1.2924358
1211,405,100,1.7555366,-5.6746068,-0.70110427,1.5614914
1212,405,101,1.3688717,-8.2942182,0.062887242,-0.12976051
1213,405,102,1.3757833,-9.1810487,0.0,0.0
1214,406,96,1.7914269,1.665229,-0.074664102,-0.92841612
1215,406,97,1.2328462,0.99945449,-0.19477797,-0.96669275
1216,406,98,3.8226734,0.36089152,-0.0051151268,-0.096312189
1217,406,99,3.2777745,-1.4910959,-0.11305726,1.2390146
1218,406,100,1.4939152,-5.0301661,-0.68304951,1.5423578
1219,406,101,1.3677595,-8.314287,-0.0013903095,-0.025085956
1220,406,102,1.3757833,-9.1810487,0.0,0.0
1221,407,96,1.807387,1.2861304,0.085738812,-0.95498001
1222,407,97,1.1559653,0.63214822,-0.22267663,-1.0396958
1223,407,98,3.8216503,0.34162778,-0.0076740752,-0.14449436
1224,407,99,3.2136788,-1.0124586,-0.18131742,1.2245599
1225,407,100,1.209097,-4.4407205,-0.69048193,1.4749568
1226,407,101,1.3677595,-8.314287,0.0,0.0
1227,407,102,1.3757833,-9.1810487,0.0,0.0
1228,408,96,1.860018,0.90124496,0.033092596,-1.0708264
1229,408,97,1.0547049,0.16769782,-0.15732472,-1.1263558
1230,408,98,3.8165342,0.24529603,-0.0063952069,-0.12041468
1231,408,99,3.1327206,-0.51144797,-0.10659632,1.3612607
1232,408,100,0.94152961,-3.8502007,-0.69265758,1.5075606
1233,408,101,1.3677595,-8.314287,0.0,0.0
1234,408,102,1.3757833,-9.1810487,0.0,0.0
1235,409,96,1.8338611,0.42946922,0.0047362911,-1.1655915
1236,409,97,1.0301055,-0.26893643,-0.032599562,-0.9960228
1237,409,98,3.8165342,0.24529603,0.0,0.0
1238,409,99,3.1284017,0.076549973,-0.038349265,1.3760215
1239,409,100,0.65497095,-3.2346721,-0.72254314,1.4675244
1240,409,101,1.3677595,-8.314287,0.0,0.0
1241,409,102,1.3757833,-9.1810487,0.0,0.0
1242,410,96,1.863807,-0.031228236,0.093688303,-1.2287797
1243,410,97,1.0286253,-0.62912042,0.014033242,-1.0032404
1244,410,98,3.8165342,0.24529603,0.0,0.0
1245,410,99,3.1020412,0.58936926,0.066642204,1.2362899
1246,410,100,0.3634951,-2.6761811,-0.72919428,1.4251051
1247,410,101,1.3677595,-8.314287,0.0,0.0
1248,410,102,1.3757833,-9.1810487,0.0,0.0
1249,411,96,1.9088117,-0.55355451,-0.018194432,-1.1636421
1250,411,97,1.0413321,-1.0715288,-0.026103271,-1.2991395
1251,411,98,3.8165342,0.24529603,0.0,0.0
1252,411,99,3.1817155,1.0655819,0.15316197,1.1723775
1253,411,100,0.071615527,-2.094588,-0.75994957,1.3853201
1254,411,101,1.3677595,-8.314287,0.023265616,-0.0014225544
1255,411,102,1.3757833,-9.1810487,0.0,0.0
1256,412,96,1.8492515,-0.96214194,0.002046748,-1.2162423
1257,412,97,1.0077427,-1.668432,0.020591598,-1.3055735
1258,412,98,3.8165342,0.24529603,0.0025582559,0.048169133
1259,412,99,3.2245708,1.5272712,0.044238511,1.2372326
1260,412,100,-0.24446455,-1.567925,-0.84367859,1.2763899
1261,412,101,1.386372,-8.315425,0.023265616,-0.0014225544
1262,412,102,1.3757833,-9.1810487,0.0,0.0
1263,413,96,1.9104491,-1.5265484,0.091024566,-1.2785893
1264,413,97,1.0578054,-2.1159876,0.1251251,-1.118606
1265,413,98,3.8185808,0.28383134,0.0051165118,0.096338267
1266,413,99,3.2171063,2.055368,-0.018661172,1.3202419
1267,413,100,-0.60332734,-1.0734762,-0.83032157,1.1796284
1268,413,101,1.386372,-8.315425,0.0,0.0
1269,413,102,1.3757833,-9.1810487,0.0,0.0
1270,414,96,1.9220711,-1.9850134,-0.064054337,-1.1598318
1271,414,97,1.1078427,-2.5633168,0.14696101,-1.1456323
1272,414,100,-0.90872181,-0.62422236,-0.85093322,0.93336852
1273,414,101,1.386372,-8.315425,0.0,0.0
1274,414,102,1.3757833,-9.1810487,0.0,0.0
1275,415,96,1.8592057,-2.4544139,0.047903604,-1.2234693
1276,415,97,1.1753742,-3.0324934,0.17154112,-1.1226347
1277,415,100,-1.2840739,-0.32678134,-0.83428311,0.8852082
1278,415,101,1.386372,-8.315425,0.0,0.0
1279,415,102,1.3757833,-9.1810487,0.0,0.0
1280,416,96,1.960394,-2.9637888,0.16257843,-1.237544
1281,416,97,1.2450756,-3.4614246,0.18490627,-1.2984662
1282,416,100,-1.5761483,0.083944201,-0.72911583,1.0806596
1283,416,101,1.386372,-8.315425,0.0,0.0
1284,416,102,1.3757833,-9.1810487,0.0,0.0
1285,417,96,1.9892684,-3.4444491,0.0020847879,-1.2190232
1286,417,97,1.3232992,-4.0712664,0.11369442,-1.3153078
1287,417,100,-1.8673666,0.53774634,-0.72804572,1.1345053
1288,417,101,1.386372,-8.315425,0.0,0.0
1289,417,102,1.3757833,-9.1810487,0.0,0.0
1290,418,96,1.9620618,-3.9390073,0.11659473,-1.2309968
1291,418,97,1.3360312,-4.5136709,0.14512037,-1.1670952
1292,418,101,1.386372,-8.315425,0.0,0.0
1293,418,102,1.3757833,-9.1810487,0.0,0.0
1294,419,96,2.0825442,-4.4292465,0.20818921,-1.2403123
1295,419,97,1.4393955,-5.0049425,0.14512878,-1.166887
1296,419,101,1.386372,-8.315425,0.0,0.0
1297,419,102,1.3757833,-9.1810487,0.0,0.0
1298,420,96,2.1286132,-4.9312572,0.095008964,-1.2031965
1299,420,97,1.4521342,-5.4471805,0.075448865,-1.1596253
1300,420,101,1.386372,-8.315425,0.0,0.0
1301,420,102,1.3757833,-9.1810487,0.0,0.0
1302,421,96,2.1585514,-5.3918037,0.30286386,-1.1711983
1303,421,97,1.4997546,-5.9326428,0.28229343,-1.2015585
1304,421,101,1.386372,-8.315425,0.0,0.0
1305,421,102,1.3757833,-9.1810487,0.0,0.0
1306,422,96,2.3709043,-5.8682158,0.36965156,-1.2003644
1307,422,97,1.6779689,-6.4084273,0.47058896,-1.1395772
1308,422,101,1.386372,-8.315425,0.0,0.0
1309,422,102,1.3757833,-9.1810487,0.0,0.0
1310,423,96,2.4542726,-6.3520952,0.18828111,-1.1577951
1311,423,97,1.8762257,-6.8443046,0.35435483,-1.1275624
1312,423,101,1.386372,-8.315425,0.0,0.0
1313,423,102,1.3757833,-9.1810487,0.0,0.0
1314,424,96,2.5215292,-6.7944519,0.30396084,-1.1153452
1315,424,97,1.9614528,-7.3104773,0.39075292,-1.2764353
1316,424,101,1.386372,-8.315425,0.0,0.0
1317,424,102,1.3757833,-9.1810487,0.0,0.0
1318,424,103,3.8945537,-8.3511061,-0.5370617,1.6054089
1319,425,96,2.6974413,-7.2443714,0.21453364,-1.0828279
1320,425,97,2.1888281,-7.8654528,0.46140947,-1.2286649
1321,425,101,1.386372,-8.315425,0.0,0.0
1322,425,102,1.3757833,-9.1810487,0.046538362,-0.0024314258
1323,425,103,3.679729,-7.7089426,-0.26767879,1.6615932
1324,426,96,2.6931561,-7.6607142,-0.010712977,-1.0408571
1325,426,97,2.3305804,-8.2934091,0.35438076,-1.0698908
1326,426,101,1.386372,-8.315425,0.0,0.0
1327,426,102,1.413014,-9.1829938,0.093076724,-0.0048628516
1328,426,103,3.6804107,-7.0218316,0.0017041191,1.7177774
1329,443,104,1.3362963,-9.2193152,0.0,0.0
1330,443,105,1.3699839,-8.2741504,0.0,0.0
1331,443,106,2.5937833,-9.5034747,0.066796769,0.39474268
1332,443,107,3.2821694,-9.4782864,0.063063398,0.34262207
1333,444,104,1.3362963,-9.2193152,0.0,0.0
1334,444,105,1.3699839,-8.2741504,0.0,0.0
1335,444,106,2.620502,-9.3455776,0.024083253,0.44659754
1336,444,107,3.3073947,-9.3412376,0.022248452,0.41874994
1337,445,104,1.3362963,-9.2193152,0.0,0.0
1338,445,105,1.3699839,-8.2741504,0.0,0.0
1339,445,106,2.6130499,-9.1461967,-0.12950211,0.55434959
1340,445,107,3.2999681,-9.1432864,-0.037008734,0.56996232
1341,446,104,1.3362963,-9.2193152,0.0,0.0
1342,446,105,1.3699839,-8.2741504,0.0,0.0
1343,446,106,2.5169003,-8.902098,-0.1763283,0.53234273
1344,446,107,3.2777877,-8.8852677,-0.059384676,0.57125653
1345,447,104,1.3362963,-9.2193152,0.0013924162,0.025133787
1346,447,105,1.3699839,-8.2741504,0.0,0.0
1347,447,106,2.4719872,-8.7203225,-0.037344087,0.57456903
1348,447,107,3.2524604,-8.6862812,-0.059395579,0.57137399
1349,448,104,1.3374102,-9.1992082,0.0013924162,0.025133787
1350,448,105,1.3699839,-8.2741504,0.0,0.0
1351,448,106,2.487025,-8.4424427,0.054943262,0.59389717
1352,448,107,3.2302713,-8.4281685,-0.039639815,0.52088975
1353,449,104,1.3374102,-9.1992082,0.0,0.0
1354,449,105,1.3699839,-8.2741504,0.0,0.0
1355,449,106,2.5159418,-8.2452048,-0.038690097,0.54982174
1356,449,107,3.2207485,-8.2695694,-0.1926837,0.60512953
1357,449,108,3.7877721,-3.6456616,-0.001585943,-1.7087832
1358,450,104,1.3374102,-9.1992082,-0.0013924162,-0.025133787
1359,450,105,1.3699839,-8.2741504,0.0,0.0
1360,450,106,2.4560729,-8.0025853,-0.21810104,0.61145762
1361,450,107,3.0761243,-7.9440649,-0.10162773,0.62391949
1362,450,108,3.7871377,-4.3291749,0.062058225,-1.7645684
1363,451,104,1.3362963,-9.2193152,-0.0013924162,-0.025133787
1364,451,105,1.3699839,-8.2741504,0.0,0.0
1365,451,106,2.341461,-7.7560387,-0.19820009,0.56099366
1366,451,107,3.1394464,-7.7704338,0.047443064,0.46617219
1367,451,108,3.8374187,-5.0573163,0.010222954,-1.9077207
1368,451,109,2.8111558,2.2226898,0.2506384,-1.2174627
1369,452,104,1.3362963,-9.2193152,0.0,0.0
1370,452,105,1.3699839,-8.2741504,0.0,0.0
1371,452,106,2.2975128,-7.5537904,-0.06020612,0.57693227
1372,452,107,3.1140788,-7.5711271,-0.17177819,0.58030323
1373,452,108,3.7953161,-5.8553514,0.037475627,-1.8126338
1374,452,109,2.9114112,1.7357047,0.27411549,-1.1959153
1375,453,104,1.3362963,-9.2193152,0.0,0.0
1376,453,105,1.3699839,-8.2741504,0.0,0.0
1377,453,106,2.2932961,-7.2944928,-0.014589716,0.57378955
1378,453,107,3.0020238,-7.3061912,-0.19301337,0.60698336
1379,453,108,3.8673992,-6.5074233,0.089352051,-1.6717438
1380,453,109,3.0304482,1.2659576,0.27761203,-1.1212395
1381,454,104,1.3362963,-9.2193152,0.0,0.0
1382,454,105,1.3699839,-8.2741504,0.0,0.0
1383,454,106,2.2858411,-7.0947588,-0.14892094,0.63386258
1384,454,107,2.9596681,-7.0855404,-0.19074562,0.65731917
1385,454,108,3.8667977,-7.1927465,-0.0015036364,-1.713308
1386,454,109,3.1335008,0.8387131,0.32287947,-1.1017031
1387,455,104,1.3362963,-9.2193152,0.0,0.0
1388,455,105,1.3699839,-8.2741504,0.0,0.0
1389,455,106,2.1741593,-6.7874028,-0.30511582,0.72132486
1390,455,107,2.8494273,-6.7803359,-0.21211211,0.68433521
1391,455,109,3.2887518,0.38459511,0.3731917,-0.98526733
1392,456,104,1.3362963,-9.2193152,0.0,0.0
1393,456,105,1.3699839,-8.2741504,0.0,0.0
1394,456,106,2.0417484,-6.5176989,-0.077783117,0.67898756
1395,456,107,2.7899784,-6.5380723,-0.082274948,0.57568959
1396,456,109,3.4320541,0.050499236,0.31224302,-0.85182005
1397,457,104,1.3362963,-9.2193152,0.0,0.0
1398,457,105,1.3699839,-8.2741504,0.0,0.0
1399,457,106,2.1119328,-6.2442127,0.14703364,0.58594681
1400,457,107,2.7836073,-6.3197842,0.025217105,0.46798937
1401,457,109,3.5385462,-0.29686092,0.26623009,-0.8684004
